requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by,motor_age_years,repair_count,days_since_last_repair,previous_refurb_count,bearing_failure_count,winding_failure_count,rotor_failure_count,insulation_failure_count,dept_failure_rate,make_failure_rate,duty_cycle_encoded,make_encoded,equipment_type_encoded,application_use_encoded,health_score,risk_category,risk_label
1694,Pump Motor,EQ10071,2006,Hydraulic Press,Sinter Plant,1,Crompton Greaves,E341,D355M,22.0 KW,21.98,22.0,25.21,1500,Continuous (S1),415,35.19,2025-06-28,13:53:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,6,6308 2RS,CLOSED,2025-06-28 00:00:00,2025-07-15 00:00:00,operator_17,supervisor_03,20,4,145.0,4,2,1,0,1,4.419354838709677,3.5285714285714285,0,2,5,5,46.2,2,HIGH
1958,Crane Motor,EQ10072,2000,Fan/Blower Driving,Wire Rod Mill,1,Siemens,K173,D160L,11.0 KW,10.85,11.0,12.78,1500,Intermittent (S3),415,16.93,2023-07-05,14:17:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,5,Crane Motor,1,6205 2RS,CLOSED,2023-07-05 00:00:00,2023-07-09 00:00:00,operator_14,supervisor_01,26,1,1095.0,1,0,0,1,0,4.446808510638298,4.48,2,7,3,4,67.7,1,MEDIUM
518,Crane Motor,EQ10072,2000,Fan/Blower Driving,Wire Rod Mill,1,Siemens,H886,D160L,11.0 KW,10.85,11.0,12.78,1500,Intermittent (S3),415,16.93,2024-10-10,21:25:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-26442,Bearing 6205 2RS,2,Bearing Replacement,5,Crane Motor,1,6205 2RS,CLOSED,2024-10-10 00:00:00,2024-10-24 00:00:00,operator_15,supervisor_03,26,2,463.0,2,1,0,1,0,4.446808510638298,4.48,2,7,3,4,52.5,2,HIGH
1644,Crane Motor,EQ10072,2000,Fan/Blower Driving,Wire Rod Mill,1,Siemens,D726,D160L,11.0 KW,10.85,11.0,12.78,1500,Intermittent (S3),415,16.93,2024-11-17,20:25:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-62940,Bearing 6306 2RS,2,Bearing Replacement,5,Crane Motor,4,6306 2RS,DISPATCHED,2024-11-17 00:00:00,2024-12-06 00:00:00,operator_03,supervisor_01,26,3,38.0,3,2,0,1,0,4.446808510638298,4.48,2,7,3,4,49.7,2,HIGH
73,Crane Motor,EQ10072,2000,Fan/Blower Driving,Wire Rod Mill,1,Siemens,E540,D160L,11.0 KW,10.85,11.0,12.78,1500,Intermittent (S3),415,16.93,2025-12-01,10:08:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,5,Crane Motor,8,NU 308,CLOSED,2025-12-01 00:00:00,2025-12-06 00:00:00,operator_09,supervisor_02,26,4,379.0,4,2,0,1,1,4.446808510638298,4.48,2,7,3,4,39.7,2,HIGH
779,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,M964,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2023-06-14,12:10:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,11,,CLOSED,2023-06-14 00:00:00,2023-07-04 00:00:00,operator_01,supervisor_03,30,1,1095.0,1,0,0,0,1,3.9622641509433962,4.48,0,7,0,5,74.2,1,MEDIUM
959,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,M220,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2023-07-24,19:52:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing N/A,2,Bearing Replacement,1,AC Motor,11,,CLOSED,2023-07-24 00:00:00,2023-07-27 00:00:00,operator_18,supervisor_02,30,2,40.0,2,1,0,0,1,3.9622641509433962,4.48,0,7,0,5,46.4,2,HIGH
686,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,D901,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2024-02-03,06:50:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,CLOSED,2024-02-03 00:00:00,2024-02-09 00:00:00,operator_13,supervisor_01,30,3,194.0,3,2,0,0,1,3.9622641509433962,4.48,0,7,0,5,47.1,2,HIGH
1246,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,D335,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2025-07-03,06:23:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-42390,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,11,,CLOSED,2025-07-03 00:00:00,2025-07-18 00:00:00,operator_12,supervisor_05,30,4,516.0,4,2,0,0,2,3.9622641509433962,4.48,0,7,0,5,46.2,2,HIGH
1926,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,M643,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2025-12-26,20:01:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-77593,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,,CLOSED,2025-12-26 00:00:00,2026-01-12 00:00:00,operator_19,supervisor_05,30,5,176.0,5,2,1,0,2,3.9622641509433962,4.48,0,7,0,5,29.9,3,CRITICAL
74,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,M986,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2025-12-30,13:22:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,3,6305 2RS,CLOSED,2025-12-30 00:00:00,2026-01-01 00:00:00,operator_09,supervisor_04,30,6,4.0,6,2,2,0,2,3.9622641509433962,4.48,0,7,0,5,24.9,3,CRITICAL
75,Compressor Motor,EQ10074,2012,Compressor Driving,Blast Furnace,1,Havells,H541,D280M,2.2 KW,2.22,2.2,2.65,1500,Intermittent (S3),415,3.74,2024-11-30,11:36:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,6,Compressor Motor,6,6308 2RS,CLOSED,2024-11-30 00:00:00,2024-12-14 00:00:00,operator_04,supervisor_04,14,1,1095.0,1,1,0,0,0,3.8405797101449277,3.843137254901961,2,4,2,0,71.7,1,MEDIUM
552,Compressor Motor,EQ10074,2012,Compressor Driving,Blast Furnace,1,Havells,S322,D280M,2.2 KW,2.22,2.2,2.65,1500,Intermittent (S3),415,3.74,2024-12-04,12:44:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-38432,Bearing 6305 2RS,2,Bearing Replacement,6,Compressor Motor,3,6305 2RS,CLOSED,2024-12-04 00:00:00,2024-12-07 00:00:00,operator_17,supervisor_05,14,2,4.0,2,1,0,1,0,3.8405797101449277,3.843137254901961,2,4,2,0,63.5,1,MEDIUM
1888,AC Motor,EQ10075,2001,Rolling Mill Drive,Cold Rolling Mill,1,Kirloskar,M760,D132M,75.0 KW,74.3,75.0,87.42,1500,Short Time (S2),415,122.71,2024-03-30,15:43:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,7,NU 206,CLOSED,2024-03-30 00:00:00,2024-04-22 00:00:00,operator_06,supervisor_04,25,1,1095.0,1,0,1,0,0,4.191780821917808,3.5555555555555554,4,5,0,8,76.4,0,LOW
1772,AC Motor,EQ10075,2001,Rolling Mill Drive,Cold Rolling Mill,1,Kirloskar,K162,D132M,75.0 KW,74.3,75.0,87.42,1500,Short Time (S2),415,122.71,2025-01-28,10:55:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,CLOSED,2025-01-28 00:00:00,2025-02-03 00:00:00,operator_08,supervisor_03,25,2,304.0,2,1,1,0,0,4.191780821917808,3.5555555555555554,4,5,0,8,57.7,1,MEDIUM
76,AC Motor,EQ10075,2001,Rolling Mill Drive,Cold Rolling Mill,1,Kirloskar,S525,D132M,75.0 KW,74.3,75.0,87.42,1500,Short Time (S2),415,122.71,2025-11-17,09:15:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,2,6206 2RS,CLOSED,2025-11-17 00:00:00,2025-11-22 00:00:00,operator_18,supervisor_02,25,3,293.0,3,1,2,0,0,4.191780821917808,3.5555555555555554,4,5,0,8,46.6,2,HIGH
77,Crane Motor,EQ10076,2016,Crane Hoisting,Coke Oven Plant,1,Crompton Greaves,D237,D315M,315.0 KW,314.64,315.0,359.35,1000,Continuous (S1),6600,32.96,2023-10-04,06:14:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,5,Crane Motor,3,6305 2RS,DISPATCHED,2023-10-04 00:00:00,2023-10-27 00:00:00,operator_09,supervisor_02,10,1,1095.0,1,1,0,0,0,3.9622641509433962,3.5285714285714285,0,2,3,3,75.2,0,LOW
1577,Crane Motor,EQ10076,2016,Crane Hoisting,Coke Oven Plant,1,Crompton Greaves,S729,D315M,315.0 KW,314.64,315.0,359.35,1000,Continuous (S1),6600,32.96,2024-12-23,15:43:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-42116,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,1,6205 2RS,CLOSED,2024-12-23 00:00:00,2024-12-24 00:00:00,operator_14,supervisor_06,10,2,446.0,2,1,1,0,0,3.9622641509433962,3.5285714285714285,0,2,3,3,58.9,1,MEDIUM
1080,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,E213,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2023-08-23,10:33:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-27383,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,4,6306 2RS,DISPATCHED,2023-08-23 00:00:00,2023-09-16 00:00:00,operator_10,supervisor_04,31,1,1095.0,1,0,0,1,0,4.419354838709677,4.48,0,7,4,6,63.8,1,MEDIUM
1816,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,S466,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2023-09-01,11:02:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",3,General Overhaul,2,DC Motor,10,22210 E,CLOSED,2023-09-01 00:00:00,2023-09-19 00:00:00,operator_19,supervisor_06,31,2,9.0,2,0,0,2,0,4.419354838709677,4.48,0,7,4,6,55.4,1,MEDIUM
78,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,M232,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2023-12-20,12:09:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,10,22210 E,CLOSED,2023-12-20 00:00:00,2024-01-05 00:00:00,operator_15,supervisor_01,31,3,110.0,3,0,0,2,1,4.419354838709677,4.48,0,7,4,6,37.2,2,HIGH
1574,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,M734,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2024-04-16,09:20:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-67724,Bearing 6205 2RS,2,Bearing Replacement,2,DC Motor,1,6205 2RS,DISPATCHED,2024-04-16 00:00:00,2024-04-25 00:00:00,operator_12,supervisor_06,31,4,118.0,4,1,0,2,1,4.419354838709677,4.48,0,7,4,6,40.2,2,HIGH
1350,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,E456,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2024-04-30,14:39:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-25092,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,4,6306 2RS,CLOSED,2024-04-30 00:00:00,2024-05-17 00:00:00,operator_16,supervisor_02,31,5,14.0,5,1,1,2,1,4.419354838709677,4.48,0,7,4,6,25.7,3,CRITICAL
1676,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,K704,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2024-10-17,17:21:00,Coupling misalignment detected,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,JOB-38695,"Grease, Cleaning agents",4,Alignment Correction,2,DC Motor,9,7206 B,CLOSED,2024-10-17 00:00:00,2024-11-07 00:00:00,operator_16,supervisor_02,31,6,170.0,6,1,1,2,1,4.419354838709677,4.48,0,7,4,6,18.1,3,CRITICAL
1998,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,K331,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2025-02-10,20:43:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,2,6206 2RS,CLOSED,2025-02-10 00:00:00,2025-03-02 00:00:00,operator_02,supervisor_02,31,7,116.0,7,1,1,2,2,4.419354838709677,4.48,0,7,4,6,23.5,3,CRITICAL
831,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,M164,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2025-05-18,08:15:00,Surface tracking on insulation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,3,6305 2RS,CLOSED,2025-05-18 00:00:00,2025-05-24 00:00:00,operator_15,supervisor_07,31,8,97.0,8,1,1,2,3,4.419354838709677,4.48,0,7,4,6,20.4,3,CRITICAL
1838,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,S384,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2025-06-16,20:08:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-36314,"Grease, Cleaning agents",4,Alignment Correction,2,DC Motor,11,,CLOSED,2025-06-16 00:00:00,2025-06-17 00:00:00,operator_19,supervisor_02,31,9,29.0,9,1,1,3,3,4.419354838709677,4.48,0,7,4,6,20.4,3,CRITICAL
1274,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,H424,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2025-09-20,20:03:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-38022,Bearing 6305 2RS,2,Bearing Replacement,2,DC Motor,3,6305 2RS,CLOSED,2025-09-20 00:00:00,2025-10-08 00:00:00,operator_04,supervisor_01,31,10,96.0,10,2,1,3,3,4.419354838709677,4.48,0,7,4,6,17.8,3,CRITICAL
1136,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,H636,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2023-02-02,08:56:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-55335,"Grease, Cleaning agents",3,General Overhaul,4,Blower Motor,5,6307 2RS,DISPATCHED,2023-02-02 00:00:00,2023-02-22 00:00:00,operator_06,supervisor_01,8,1,1095.0,1,0,0,1,0,3.84375,3.5555555555555554,0,5,1,1,80.5,0,LOW
1356,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,D773,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2023-02-05,07:13:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-46724,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,5,6307 2RS,CLOSED,2023-02-05 00:00:00,2023-02-26 00:00:00,operator_06,supervisor_03,8,2,3.0,2,0,0,2,0,3.84375,3.5555555555555554,0,5,1,1,71.0,1,MEDIUM
1407,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,S182,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2023-03-01,11:06:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-86574,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,9,7206 B,CLOSED,2023-03-01 00:00:00,2023-03-29 00:00:00,operator_10,supervisor_03,8,3,24.0,3,0,1,2,0,3.84375,3.5555555555555554,0,5,1,1,61.7,1,MEDIUM
1850,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,D925,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2023-05-28,20:04:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,DISPATCHED,2023-05-28 00:00:00,2023-06-19 00:00:00,operator_18,supervisor_02,8,4,88.0,4,1,1,2,0,3.84375,3.5555555555555554,0,5,1,1,48.8,2,HIGH
79,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,S750,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2024-09-12,16:16:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing N/A,2,Bearing Replacement,4,Blower Motor,11,,DISPATCHED,2024-09-12 00:00:00,2024-10-10 00:00:00,operator_10,supervisor_03,8,5,473.0,5,2,1,2,0,3.84375,3.5555555555555554,0,5,1,1,49.4,2,HIGH
1162,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,K905,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2025-03-17,15:09:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-62485,Bearing 6205 2RS,2,Bearing Replacement,4,Blower Motor,1,6205 2RS,DISPATCHED,2025-03-17 00:00:00,2025-03-18 00:00:00,operator_03,supervisor_04,8,6,186.0,6,3,1,2,0,3.84375,3.5555555555555554,0,5,1,1,44.6,2,HIGH
909,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,H934,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2025-04-26,10:14:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,9,7206 B,CLOSED,2025-04-26 00:00:00,2025-04-30 00:00:00,operator_04,supervisor_03,8,7,40.0,7,3,2,2,0,3.84375,3.5555555555555554,0,5,1,1,38.0,2,HIGH
665,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,S991,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2025-10-19,18:14:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-33212,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,7,NU 206,CLOSED,2025-10-19 00:00:00,2025-10-25 00:00:00,operator_05,supervisor_05,8,8,176.0,8,3,3,2,0,3.84375,3.5555555555555554,0,5,1,1,31.1,3,CRITICAL
677,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,E633,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2023-06-12,21:14:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-17660,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,2,6206 2RS,CLOSED,2023-06-12 00:00:00,2023-07-09 00:00:00,operator_14,supervisor_07,11,1,1095.0,1,0,0,0,1,4.419354838709677,4.48,3,7,5,2,75.8,0,LOW
80,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,K808,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2024-04-01,15:07:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,9,7206 B,CLOSED,2024-04-01 00:00:00,2024-04-07 00:00:00,operator_17,supervisor_03,11,2,294.0,2,0,1,0,1,4.419354838709677,4.48,3,7,5,2,57.8,1,MEDIUM
1236,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,D118,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2024-04-11,13:02:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,3,Pump Motor,4,6306 2RS,CLOSED,2024-04-11 00:00:00,2024-04-23 00:00:00,operator_05,supervisor_02,11,3,10.0,3,1,1,0,1,4.419354838709677,4.48,3,7,5,2,49.0,2,HIGH
1101,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,E518,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2024-09-03,08:23:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,1,6205 2RS,CLOSED,2024-09-03 00:00:00,2024-09-13 00:00:00,operator_12,supervisor_02,11,4,145.0,4,1,1,0,2,4.419354838709677,4.48,3,7,5,2,54.7,2,HIGH
1520,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,M490,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2025-02-09,10:20:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-14852,Bearing 6307 2RS,2,Bearing Replacement,3,Pump Motor,5,6307 2RS,DISPATCHED,2025-02-09 00:00:00,2025-02-10 00:00:00,operator_18,supervisor_02,11,5,159.0,5,2,1,0,2,4.419354838709677,4.48,3,7,5,2,36.0,2,HIGH
601,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,H852,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2025-06-02,21:52:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,3,Pump Motor,10,22210 E,DISPATCHED,2025-06-02 00:00:00,2025-06-22 00:00:00,operator_12,supervisor_01,11,6,113.0,6,3,1,0,2,4.419354838709677,4.48,3,7,5,2,41.7,2,HIGH
1757,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,D370,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2025-06-14,13:29:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-17469,Bearing 6307 2RS,2,Bearing Replacement,3,Pump Motor,5,6307 2RS,CLOSED,2025-06-14 00:00:00,2025-06-27 00:00:00,operator_03,supervisor_01,11,7,12.0,7,4,1,0,2,4.419354838709677,4.48,3,7,5,2,41.7,2,HIGH
1963,AC Motor,EQ10080,1998,Hydraulic Press,Sinter Plant,1,Bharat Bijlee,K186,D132S,15.0 KW,14.94,15.0,17.03,1500,Periodic (S5),3300,3.11,2023-10-22,21:34:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-47549,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,CLOSED,2023-10-22 00:00:00,2023-11-13 00:00:00,operator_04,supervisor_03,28,1,1095.0,1,1,0,0,0,4.419354838709677,3.7777777777777777,3,1,0,5,69.2,1,MEDIUM
81,AC Motor,EQ10080,1998,Hydraulic Press,Sinter Plant,1,Bharat Bijlee,S314,D132S,15.0 KW,14.94,15.0,17.03,1500,Periodic (S5),3300,3.11,2023-12-22,11:57:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,5,6307 2RS,CLOSED,2023-12-22 00:00:00,2024-01-03 00:00:00,operator_10,supervisor_02,28,2,61.0,2,1,0,0,1,4.419354838709677,3.7777777777777777,3,1,0,5,41.8,2,HIGH
